id,estacion,linea,grado,betweenness,closeness,autovector,excentricidad,r_grado,r_grado_periferia,r_betweenness,r_betweenness_periferia,r_closeness,r_closeness_periferia,r_autovector,r_autovector_periferia,r_excentricidad,r_excentricidad_periferia,score_central,score_periferico,lat,long,clave_estacion,nombre_norm,demanda_potencial,radios_cubiertos,pasajeros_diarios_promedio,pasajeros_totales_periodo,dias_observados,educacion,salud,comercio,atraccion_total,betweenness_uniforme,betweenness_demanda,betweenness_atraccion,cambio_demanda_vs_uniforme,cambio_atraccion_vs_demanda,betweenness_sube,cambio_sube_vs_atraccion
36,General San Martín,C,2.0,0.022344228804902964,0.04408122833085686,0.10388949724645402,40,20.0,9.0,80.0,11.0,54.0,37.0,25.0,66.0,22.0,62.0,40.2,37.0,-34.5950574,-58.37781905,General San Martín (C),general san martin,40846,60,2874.947802197802,1046481,364,12,8,60,80,0.021847690387016235,0.008092360320055383,0.006740033110604212,-0.013755330066960851,-0.0013523272094511712,0.047258354067588416,0.040518320956984204
68,Boedo,E,2.0,0.127170582226762,0.043907252096694625,0.031612880512784665,46,20.0,9.0,21.0,67.0,55.0,36.0,53.0,38.0,64.0,24.0,42.6,34.8,-34.62536611,-58.41553282,Boedo (E),boedo,55081,67,3177.552197802198,1156629,364,6,7,20,33,0.12434456928838944,0.05884159543687604,0.039786329155577664,-0.06550297385151341,-0.019055266281298375,0.04393877358193443,0.0041524444263567675
19,Leandro N. Alem,B,2.0,0.03153728294177732,0.045781893004115226,0.08491878414874415,43,20.0,9.0,71.0,20.0,48.0,43.0,29.0,62.0,45.0,38.0,42.6,34.4,-34.60298949,-58.36992985,Leandro N. Alem (B),leandro n alem,17820,34,10306.417582417582,3751536,364,15,5,14,34,0.030836454431960047,0.012316492580042325,0.015557844165083986,-0.018519961851917722,0.003241351585041661,0.021638163627392314,0.006080319462308328
52,Scalabrini Ortiz,D,2.0,0.14657814096016344,0.040657834627683874,0.02024147865044398,44,20.0,9.0,17.0,71.0,64.0,27.0,61.0,30.0,54.0,32.0,43.2,33.8,-34.58515594,-58.41595542,Scalabrini Ortiz (D),scalabrini ortiz,95064,123,5049.890151515152,1333171,264,17,14,86,117,0.14332084893882652,0.0863005297881247,0.11476665770328379,-0.05702031915070181,0.02846612791515908,0.17631990593472124,0.06155324823143746
87,Caseros,H,2.0,0.04443309499489275,0.045570916538658475,0.024140166704462784,41,20.0,9.0,64.0,23.0,49.0,42.0,58.0,33.0,30.0,54.0,44.2,32.2,-34.63575018,-58.39892758,Caseros (H),caseros,33420,39,4091.0054945054944,1489126,364,14,0,3,17,0.04344569288389508,0.020308590048151463,0.015881450435991526,-0.02313710283574362,-0.004427139612159937,0.045309859007065405,0.02942840857107388
12,Río de Janeiro,A,2.0,0.127170582226762,0.041981132075471696,0.0175886200601599,45,20.0,9.0,21.0,67.0,59.0,32.0,62.0,29.0,60.0,28.0,44.4,33.0,-34.61520561,-58.42950032,Río de Janeiro (A),rio de janeiro,81716,99,5864.340659340659,2134620,364,17,10,15,42,0.12434456928838945,0.0874041328288475,0.07098798713353281,-0.03694043645954195,-0.016416145695314688,0.1317932243603876,0.06080523722685478
42,San Juan,C,2.0,0.02247191011235955,0.04434479322371699,0.1064393121479366,44,20.0,9.0,73.0,12.0,53.0,38.0,24.0,67.0,54.0,32.0,44.8,31.6,-34.62191673,-58.37992118,San Juan (C),san juan,57061,89,2625.7994505494507,955791,364,17,1,18,36,0.0219725343320849,0.013138418734480984,0.010940623510522803,-0.008834115597603916,-0.0021977952239581808,0.12459450096059967,0.11365387745007687
29,Malabia,B,2.0,0.127170582226762,0.04001798561151079,0.014034317542745619,44,20.0,9.0,21.0,67.0,65.0,26.0,65.0,26.0,54.0,32.0,45.0,32.0,-34.59896736,-58.4397715,Malabia (B),malabia,70473,97,9283.355371900827,3369858,363,20,11,44,75,0.12434456928838945,0.044282416531378585,0.045666363074090555,-0.08006215275701087,0.0013839465427119696,0.14704838692744587,0.10138202385335532
53,Plaza Italia,D,2.0,0.127170582226762,0.038017941050832976,0.013649533293265076,46,20.0,9.0,21.0,67.0,68.0,23.0,66.0,25.0,64.0,24.0,47.8,29.6,-34.58141119,-58.42119601,Plaza Italia (D),plaza italia,71961,92,6464.003095975232,2087873,323,18,10,79,107,0.12434456928838945,0.07351944094094709,0.10012301437115768,-0.050825128347442364,0.026603573430210595,0.1647465171700629,0.0646235027989052
75,Retiro,E,2.0,0.0022982635342185904,0.042441583214115404,0.06251726777679051,43,20.0,9.0,81.0,10.0,58.0,33.0,39.0,52.0,45.0,38.0,48.6,28.4,-34.59211436,-58.37584984,Retiro (E),retiro,36246,51,2981.6116751269037,1174755,364,7,1,13,21,0.002247191011235955,0.0006955594573521225,0.0010618264502258808,-0.0015516315538838324,0.0003662669928737582,0.001966867185285503,0.0009050407350596221
35,Retiro,C,2.0,0.0021705822267620023,0.04090073529411765,0.05544614282214773,42,20.0,9.0,82.0,9.0,61.0,30.0,44.0,47.0,38.0,47.0,49.0,28.4,-34.59119381,-58.37401822,Retiro (C),retiro,27647,41,17899.78426395939,7052515,364,6,2,7,15,0.0021223470661672905,0.000933829314180377,0.0014217657856428864,-0.0011885177519869135,0.00048793647146250945,0.0017658236485989943,0.0003440578629561079
69,Avenida La Plata,E,2.0,0.10725229826353422,0.0407695831424645,0.021262440716973464,48,20.0,9.0,37.0,51.0,62.0,28.0,59.0,32.0,69.0,20.0,49.4,28.0,-34.62701547,-58.42678902,Avenida La Plata (E),avenida la plata,56641,69,3374.717032967033,1228397,364,11,5,19,35,0.10486891385767776,0.04566971938214127,0.029214612649886403,-0.05919919447553649,-0.016455106732254865,0.03627602280243142,0.007061410152545015
13,Acoyte,A,2.0,0.10725229826353422,0.03910369068541301,0.011831386212881972,47,20.0,9.0,37.0,51.0,66.0,25.0,68.0,23.0,68.0,23.0,51.8,26.2,-34.61827997,-58.43642853,Acoyte (A),acoyte,94821,111,8047.755494505494,2929383,364,17,11,65,93,0.10486891385767776,0.06722663534671733,0.050085341617538845,-0.03764227851096043,-0.017141293729178483,0.11226313082002663,0.06217778920248779
30,Dorrego,B,2.0,0.10725229826353422,0.037394957983193276,0.009441240274098725,46,20.0,9.0,37.0,51.0,70.0,21.0,69.0,22.0,64.0,24.0,52.0,25.4,-34.59171815,-58.44757309,Dorrego (B),dorrego,40064,50,6933.5192307692305,2523801,364,12,3,19,34,0.10486891385767776,0.0364285762088445,0.0391420973315032,-0.06844033764883325,0.002713521122658699,0.13504141601839315,0.09589931868688994
88,Parque Patricios,H,2.0,0.02247191011235955,0.04188235294117647,0.014273507984939048,43,20.0,9.0,73.0,12.0,60.0,31.0,63.0,28.0,45.0,38.0,52.2,23.6,-34.63840599,-58.40579483,Parque Patricios (H),parque patricios,35434,41,6172.780219780219,2246892,364,12,3,9,24,0.021972534332084903,0.009159241783246124,0.00714790577873545,-0.012813292548838779,-0.0020113360045106747,0.024044387053426142,0.01689648127469069
54,Palermo,D,2.0,0.10725229826353422,0.03564277132559071,0.009179620624801706,48,20.0,9.0,37.0,51.0,72.0,19.0,71.0,20.0,69.0,20.0,53.8,23.8,-34.57842202,-58.42571144,Palermo (D),palermo,52661,69,9413.406779661016,2776955,295,13,15,84,112,0.10486891385767808,0.06477794565661889,0.08651546150389215,-0.04009096820105919,0.021737515847273264,0.14024335191542525,0.0537278904115331
70,José María Moreno,E,2.0,0.08682328907048008,0.03798548868971404,0.014215674841593624,50,20.0,9.0,48.0,40.0,69.0,22.0,64.0,27.0,73.0,16.0,54.8,22.8,-34.62801755,-58.43381625,José María Moreno (E),jose maria moreno,59825,72,2775.7115384615386,1010359,364,6,1,16,23,0.08489388264669155,0.03260041162540071,0.02060098887667392,-0.05229347102129084,-0.011999422748726792,0.029400648798463037,0.008799659921789115
14,Primera Junta,A,2.0,0.08682328907048008,0.036535303776683084,0.00791130501163872,49,20.0,9.0,48.0,40.0,71.0,20.0,72.0,19.0,72.0,19.0,56.6,21.4,-34.62040521,-58.44117763,Primera Junta (A),primera junta,83638,102,7724.2692307692305,2811634,364,12,8,28,48,0.08489388264669155,0.050996788759949785,0.03822989812388684,-0.033897093886741766,-0.012766890636062948,0.09498388502199404,0.0567539868981072
31,Federico Lacroze,B,2.0,0.08682328907048008,0.03503937007874016,0.006313606001728946,48,20.0,9.0,48.0,40.0,74.0,17.0,74.0,17.0,69.0,20.0,57.0,20.6,-34.58719785,-58.45502928,Federico Lacroze (B),federico lacroze,25422,31,15754.706043956045,5734713,364,9,5,21,35,0.08489388264669155,0.03169498947168266,0.033548824819271204,-0.05319889317500889,0.0018538353475885463,0.08424511563940243,0.050696290820131225
78,Facultad de Derecho,H,1.0,0.0,0.04441117764471058,0.01259296828925936,35,83.0,1.0,83.0,1.0,52.0,39.0,67.0,24.0,6.0,84.0,58.2,29.8,-34.58303634,-58.39101883,Facultad de Derecho (H),facultad de derecho,40563,65,3593.5576923076924,1308055,364,5,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Ministro Carranza,D,2.0,0.08682328907048008,0.033496424538953705,0.00613669617886162,50,20.0,9.0,48.0,40.0,76.0,15.0,75.0,16.0,73.0,16.0,58.4,19.2,-34.57517836,-58.43501353,Ministro Carranza (D),ministro carranza,53090,65,5122.475274725275,1864581,364,10,5,30,45,0.08489388264669173,0.055515874959635635,0.08042204953734397,-0.029378007687056097,0.024906174577708336,0.1294048481412659,0.048982798603921934
71,Emilio Mitre,E,2.0,0.0658835546475996,0.035500598324690866,0.00937734096809163,52,20.0,9.0,58.0,29.0,73.0,18.0,70.0,21.0,77.0,12.0,59.6,17.8,-34.63104184,-58.44217071,Emilio Mitre (E),emilio mitre,53256,65,2836.043956043956,1032320,364,9,1,8,18,0.0644194756554307,0.021804992675116285,0.013743593041361423,-0.042614482980314415,-0.008061399633754861,0.021987758915729686,0.008244165874368263
1,Plaza de Mayo,A,1.0,0.0,0.04550102249488753,0.11029641339402596,45,83.0,1.0,83.0,1.0,50.0,41.0,23.0,68.0,60.0,28.0,59.8,27.8,-34.60881031,-58.3709685,Plaza de Mayo (A),plaza de mayo,16911,35,9821.236263736264,3574930,364,15,3,15,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Puan,A,2.0,0.0658835546475996,0.03423076923076923,0.005219382267972843,51,20.0,9.0,58.0,29.0,75.0,16.0,77.0,14.0,76.0,15.0,61.2,16.6,-34.62352895,-58.44864765,Puan (A),puan,69795,83,4004.96978021978,1457809,364,15,6,12,33,0.06441947565543067,0.03768986344983722,0.028801840236665717,-0.026729612205593452,-0.008888023213171503,0.08442358770852362,0.055621747471857906
32,Tronador,B,2.0,0.0658835546475996,0.032914201183431954,0.004165668977805785,50,20.0,9.0,58.0,29.0,78.0,13.0,78.0,13.0,73.0,16.0,61.4,16.0,-34.58409462,-58.4662272,Tronador (B),tronador,31011,36,3065.8953168044077,1112920,363,4,0,8,12,0.06441947565543067,0.025823806447590154,0.030088356540190656,-0.03859566920784052,0.0042645500926005026,0.07615088238690643,0.046062525846715774
56,Olleros,D,2.0,0.0658835546475996,0.031549096065225095,0.004047641724899542,52,20.0,9.0,58.0,29.0,80.0,11.0,79.0,12.0,77.0,12.0,62.8,14.6,-34.57001231,-58.44466815,Olleros (D),olleros,76016,94,5595.161904761905,1762476,315,14,14,54,82,0.06441947565543069,0.04195757970432082,0.06665704048040272,-0.022461895951109867,0.0246994607760819,0.10871993533012082,0.042062894849718105
72,Medalla Milagrosa,E,2.0,0.04443309499489275,0.03327102803738318,0.0059955660660145115,54,20.0,9.0,64.0,23.0,77.0,14.0,76.0,15.0,81.0,8.0,63.6,13.8,-34.63638919,-58.45027826,Medalla Milagrosa (E),medalla milagrosa,43950,56,1297.4752747252746,472281,364,13,6,4,23,0.043445692883895146,0.013334554469814745,0.007695795104051063,-0.0301111384140804,-0.005638759365763682,0.016087682277723538,0.008391887173672475
16,Carabobo,A,2.0,0.04443309499489275,0.032153179190751446,0.003337526607209034,53,20.0,9.0,64.0,23.0,79.0,12.0,81.0,10.0,80.0,11.0,64.8,13.0,-34.62666659,-58.4567098,Carabobo (A),carabobo,67743,84,6085.381868131868,2215079,364,17,9,17,43,0.043445692883895146,0.02452591947704698,0.01858479679113302,-0.018919773406848167,-0.005941122685913958,0.0664325533054077,0.047847756514274684
33,De los Incas,B,2.0,0.04443309499489275,0.030988857938718663,0.0026639400867887724,52,20.0,9.0,64.0,23.0,82.0,9.0,82.0,9.0,77.0,12.0,65.0,12.4,-34.58124885,-58.47424083,De los Incas (B),de los incas,40435,51,4873.181318681319,1773838,364,6,5,32,43,0.04344569288389508,0.018815570358441974,0.02308301079898134,-0.02463012252545311,0.004267440440539366,0.05989627623276958,0.03681326543378824
57,José Hernández,D,2.0,0.04443309499489275,0.02977584476413516,0.0025876804316144193,54,20.0,9.0,64.0,23.0,84.0,7.0,83.0,8.0,81.0,8.0,66.4,11.0,-34.56621524,-58.4521256,José Hernández (D),jose hernandez,82960,110,5256.769461077844,1755761,334,19,20,132,171,0.04344569288389515,0.028283387405570085,0.04574495560503598,-0.015162305478325068,0.0174615681994659,0.09014624211310929,0.044401286508073304
43,Constitución,C,1.0,0.0,0.0407695831424645,0.049378417051944366,46,83.0,1.0,83.0,1.0,62.0,28.0,46.0,45.0,64.0,24.0,67.6,19.8,-34.62761945,-58.38143443,Constitución (C),constitucion,45693,65,48533.22802197802,17666095,364,2,12,18,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Varela,E,2.0,0.02247191011235955,0.03126097646645592,0.0035449303113319437,56,20.0,9.0,73.0,12.0,81.0,10.0,80.0,11.0,85.0,4.0,67.8,9.2,-34.64013735,-58.45789175,Varela (E),varela,37174,48,1520.4917127071824,550418,362,8,3,4,15,0.021972534332084896,0.006461126011026825,0.003417016584324972,-0.015511408321058072,-0.003044109426701853,0.010693626447460974,0.007276609863136002
17,San José de Flores,A,2.0,0.02247191011235955,0.030272108843537416,0.0019735503710544542,55,20.0,9.0,73.0,12.0,83.0,8.0,84.0,7.0,84.0,7.0,68.8,8.6,-34.62908723,-58.46354051,San José de Flores (A),san jose de flores,66995,87,6968.854395604396,2536663,364,21,8,20,49,0.0219725343320849,0.011610547338125159,0.008326686774388805,-0.010361986993959741,-0.003283860563736354,0.04347684587362078,0.03515015909923198
90,Echeverria,B,2.0,0.02247191011235955,0.02923784494086728,0.001575347337460276,54,20.0,9.0,73.0,12.0,86.0,5.0,86.0,5.0,81.0,8.0,69.2,7.8,-34.57779738,-58.48101421,Echeverria (B),echeverria,56118,67,3306.728021978022,1203649,364,8,7,59,74,0.0219725343320849,0.0096421275992564,0.013076416053308806,-0.0123304067328285,0.0034342884540524057,0.051336965764857787,0.03826054971154898
58,Juramento,D,2.0,0.02247191011235955,0.028155646947168617,0.001529865666071341,56,20.0,9.0,73.0,12.0,88.0,3.0,87.0,4.0,85.0,4.0,70.6,6.4,-34.56230908,-58.45648913,Juramento (D),juramento,90745,124,8194.367283950618,2654975,324,19,18,219,256,0.0219725343320849,0.012839990588100886,0.016161003118184542,-0.009132543743984013,0.0033210125300836557,0.05475733047778024,0.0385963273595957
89,Hospitales,H,1.0,0.0,0.03867883528900478,0.006622731622693048,45,83.0,1.0,83.0,1.0,67.0,24.0,73.0,18.0,60.0,28.0,73.2,14.4,-34.64126894,-58.41238515,Hospitales (H),hospitales,31914,36,8660.785714285714,3152526,364,11,5,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Plaza de los Virreyes,E,1.0,0.0,0.029440952695997353,0.001644771057694755,58,83.0,1.0,83.0,1.0,85.0,6.0,85.0,6.0,89.0,1.0,85.0,3.0,-34.64331216,-58.46165176,Plaza de los Virreyes (E),plaza de los virreyes,36363,42,5945.618131868132,2164205,364,5,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,San Pedrito,A,1.0,0.0,0.028562259306803596,0.0009157496763281733,57,83.0,1.0,83.0,1.0,87.0,4.0,88.0,3.0,88.0,3.0,85.8,2.4,-34.63070709,-58.46963963,San Pedrito (A),san pedrito,60382,76,17887.675824175825,6511114,364,9,5,23,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Juan Manuel de Rosas,B,1.0,0.0,0.027639751552795033,0.0007310109862807386,56,83.0,1.0,83.0,1.0,89.0,2.0,89.0,2.0,85.0,4.0,85.8,2.0,-34.57431891,-58.48638535,Juan Manuel de Rosas (B),juan manuel de rosas,60875,67,15834.28021978022,5763678,364,21,16,75,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Congreso de Tucumán,D,1.0,0.0,0.026670662271501347,0.0007097864970365803,58,83.0,1.0,83.0,1.0,90.0,1.0,90.0,1.0,89.0,1.0,87.0,1.0,-34.55564176,-58.4623784,Congreso de Tucumán (D),congreso de tucuman,72788,91,13452.793785310734,4762289,354,12,14,76,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
